produto;marca;loja;data;qtd;valor
ar condicionado;HP;Paulista;2025-10-29;30;4251.26
ar condicionado;Samsung;Paulista;2025-10-29;24;2803.23
lavadora;Midea;Paulista;2025-10-29;26;9961.85
lavadora;Midea;Cidade São Paulo;2025-10-29;29;7014.98
celular;Midea;Cidade São Paulo;2025-10-29;50;4012.46
geladeira;Hitachi;Eldorado;2025-10-29;35;4104.53
geladeira;Acer;Eldorado;2025-10-29;14;4238.48
ar condicionado;LG;Paulista;2025-10-29;38;8480.70
notebook;Midea;Paulista;2025-10-29;15;6698.30
geladeira;LG;Cidade São Paulo;2025-11-1;15;6399.24
ar condicionado;Hitachi;Cidade São Paulo;2025-11-1;30;1659.76
celular;HP;Cidade São Paulo;2025-11-1;9;4211.95
lavadora;LG;Eldorado;2025-11-1;46;6877.12
celular;LG;Cidade São Paulo;2025-11-1;3;9714.63
ar condicionado;Samsung;Paulista;2025-11-1;47;4462.55
smart tv;Hitachi;Eldorado;2025-11-1;12;7626.65
smart tv;HP;Paulista;2025-11-1;46;7839.91
celular;Samsung;Eldorado;2025-11-1;32;6020.27
notebook;Motorola;Cidade São Paulo;2025-11-1;14;9744.21
lavadora;Motorola;Eldorado;2025-11-1;22;9505.07
notebook;HP;Paulista;2025-11-1;24;9485.63
celular;Midea;Paulista;2025-11-1;50;2556.46
notebook;Motorola;Paulista;2025-11-1;11;6802.21
celular;Samsung;Cidade São Paulo;2025-11-1;20;9527.98
celular;Samsung;Eldorado;2025-11-1;1;6605.64
geladeira;HP;Cidade São Paulo;2025-11-1;45;6057.50
notebook;Motorola;Paulista;2025-11-1;36;3297.08
lavadora;HP;Eldorado;2025-11-1;42;1162.66
geladeira;Acer;Eldorado;2025-11-1;34;1874.42
geladeira;Samsung;Cidade São Paulo;2025-11-2;18;4026.00
ar condicionado;HP;Paulista;2025-11-2;4;3607.81
celular;Motorola;Paulista;2025-11-2;50;7758.93
lavadora;Motorola;Eldorado;2025-11-2;1;6658.27
geladeira;Hitachi;Eldorado;2025-11-2;21;9255.52
ar condicionado;Midea;Paulista;2025-11-2;19;3599.77
celular;Hitachi;Eldorado;2025-11-2;6;8000.51
geladeira;Midea;Paulista;2025-11-2;31;1373.08
lavadora;Acer;Paulista;2025-11-2;26;6238.72
smart tv;HP;Paulista;2025-11-2;36;2810.64
ar condicionado;LG;Cidade São Paulo;2025-11-2;7;9528.67
ar condicionado;Acer;Paulista;2025-11-2;21;1931.43
geladeira;Acer;Cidade São Paulo;2025-11-2;14;1182.90
ar condicionado;Hitachi;Eldorado;2025-11-2;20;6734.20
ar condicionado;Acer;Paulista;2025-11-2;19;6615.67
geladeira;Motorola;Cidade São Paulo;2025-11-2;4;8202.49
ar condicionado;HP;Eldorado;2025-11-2;48;3511.52
smart tv;LG;Cidade São Paulo;2025-11-2;17;3918.60
lavadora;Samsung;Paulista;2025-11-2;38;4592.93
celular;Midea;Cidade São Paulo;2025-11-2;48;7281.45
geladeira;Samsung;Cidade São Paulo;2025-11-3;40;6513.29
geladeira;Samsung;Cidade São Paulo;2025-11-3;45;2564.05
ar condicionado;Midea;Paulista;2025-11-3;20;6074.39
celular;Acer;Cidade São Paulo;2025-11-3;43;5186.77
ar condicionado;Acer;Eldorado;2025-11-3;28;1009.96
notebook;Hitachi;Paulista;2025-11-3;46;7346.90
smart tv;Hitachi;Cidade São Paulo;2025-11-3;27;7560.76
celular;HP;Paulista;2025-11-3;3;2741.89
notebook;HP;Paulista;2025-11-3;8;6394.00
smart tv;Samsung;Eldorado;2025-11-3;35;9821.00
smart tv;Midea;Eldorado;2025-11-3;27;3714.06
celular;Samsung;Cidade São Paulo;2025-11-3;17;2419.54
ar condicionado;Hitachi;Cidade São Paulo;2025-11-3;15;3515.13
notebook;Samsung;Paulista;2025-11-3;44;3184.36
lavadora;LG;Cidade São Paulo;2025-11-3;11;6325.70
ar condicionado;HP;Eldorado;2025-11-3;6;4065.11
lavadora;Acer;Eldorado;2025-11-3;13;4569.10
celular;Hitachi;Eldorado;2025-11-3;41;1179.99
celular;Motorola;Paulista;2025-11-3;37;1308.71
lavadora;HP;Eldorado;2025-11-3;35;2291.27
geladeira;Samsung;Paulista;2025-11-4;19;3009.40
lavadora;Hitachi;Cidade São Paulo;2025-11-4;13;2220.26
lavadora;Motorola;Cidade São Paulo;2025-11-4;39;5222.79
smart tv;Hitachi;Paulista;2025-11-4;21;2877.88
ar condicionado;LG;Paulista;2025-11-4;3;4673.79
ar condicionado;HP;Paulista;2025-11-4;5;7873.55
smart tv;HP;Paulista;2025-11-4;27;8971.08
lavadora;Acer;Eldorado;2025-11-4;7;3871.08
ar condicionado;LG;Eldorado;2025-11-4;3;1750.33
lavadora;Midea;Eldorado;2025-11-4;24;6968.79
geladeira;Samsung;Eldorado;2025-11-4;11;3561.61
smart tv;Midea;Cidade São Paulo;2025-11-4;8;9967.92
lavadora;Hitachi;Eldorado;2025-11-4;50;7684.01
smart tv;Motorola;Cidade São Paulo;2025-11-4;26;2618.20
geladeira;LG;Eldorado;2025-11-4;45;7831.70
notebook;Motorola;Paulista;2025-11-4;16;1804.00
notebook;Acer;Cidade São Paulo;2025-11-4;35;7715.04
smart tv;Hitachi;Paulista;2025-11-4;46;1221.13
celular;Acer;Cidade São Paulo;2025-11-4;6;2421.60
smart tv;Hitachi;Cidade São Paulo;2025-11-4;3;3576.28
smart tv;Acer;Paulista;2025-11-5;28;2228.83
notebook;Acer;Eldorado;2025-11-5;11;4722.21
ar condicionado;LG;Paulista;2025-11-5;31;1930.19
geladeira;HP;Eldorado;2025-11-5;35;3175.41
ar condicionado;LG;Eldorado;2025-11-5;28;3140.96
ar condicionado;Samsung;Cidade São Paulo;2025-11-5;11;2401.84
ar condicionado;Midea;Eldorado;2025-11-5;25;7480.03
lavadora;HP;Eldorado;2025-11-5;10;2454.05
lavadora;LG;Cidade São Paulo;2025-11-5;13;1553.03
celular;Samsung;Cidade São Paulo;2025-11-5;41;6009.38
smart tv;Midea;Eldorado;2025-11-5;30;8848.23
notebook;Acer;Cidade São Paulo;2025-11-5;39;8949.40
lavadora;Midea;Eldorado;2025-11-5;26;5883.41
smart tv;HP;Paulista;2025-11-5;34;7133.52
ar condicionado;Hitachi;Paulista;2025-11-5;16;2723.99
smart tv;Motorola;Eldorado;2025-11-5;13;4150.22
lavadora;Acer;Cidade São Paulo;2025-11-5;43;6396.31
lavadora;HP;Paulista;2025-11-5;2;1995.35
ar condicionado;Midea;Eldorado;2025-11-5;39;3919.37
lavadora;Motorola;Eldorado;2025-11-5;40;3761.92
ar condicionado;Acer;Paulista;2025-11-6;14;2563.34
geladeira;Motorola;Paulista;2025-11-6;48;3524.09
geladeira;Acer;Eldorado;2025-11-6;45;4605.97
lavadora;Hitachi;Cidade São Paulo;2025-11-6;48;1381.19
celular;Midea;Paulista;2025-11-6;38;4840.97
smart tv;HP;Cidade São Paulo;2025-11-6;7;3752.01
celular;Acer;Paulista;2025-11-6;2;1088.08
lavadora;Hitachi;Paulista;2025-11-6;6;5223.76
notebook;HP;Paulista;2025-11-6;28;1740.88
smart tv;LG;Eldorado;2025-11-6;26;9020.36
celular;LG;Cidade São Paulo;2025-11-6;36;1445.77
celular;Samsung;Cidade São Paulo;2025-11-6;33;2614.23
smart tv;Midea;Eldorado;2025-11-6;50;8066.61
geladeira;Samsung;Paulista;2025-11-6;3;6177.36
lavadora;Acer;Paulista;2025-11-6;27;8235.47
ar condicionado;Midea;Eldorado;2025-11-6;19;4349.00
smart tv;Samsung;Eldorado;2025-11-6;37;1554.00
lavadora;HP;Paulista;2025-11-6;2;5325.06
notebook;Hitachi;Paulista;2025-11-6;24;1710.90
notebook;Samsung;Cidade São Paulo;2025-11-6;6;4886.42
lavadora;Motorola;Paulista;2025-11-7;43;6237.54
lavadora;HP;Eldorado;2025-11-7;34;3183.49
smart tv;Hitachi;Eldorado;2025-11-7;44;2514.13
smart tv;Hitachi;Eldorado;2025-11-7;26;7592.51
smart tv;Midea;Eldorado;2025-11-7;16;7230.37
geladeira;Samsung;Eldorado;2025-11-7;34;1220.95
ar condicionado;Acer;Paulista;2025-11-7;8;4641.31
notebook;Hitachi;Cidade São Paulo;2025-11-7;4;1354.92
celular;Samsung;Cidade São Paulo;2025-11-7;34;2072.92
lavadora;HP;Cidade São Paulo;2025-11-7;22;7782.94
ar condicionado;Samsung;Cidade São Paulo;2025-11-7;45;7918.95
geladeira;Midea;Paulista;2025-11-7;20;4646.91
geladeira;Acer;Paulista;2025-11-7;16;7606.02
geladeira;Midea;Cidade São Paulo;2025-11-7;29;2701.53
lavadora;Acer;Cidade São Paulo;2025-11-7;36;4871.93
lavadora;Motorola;Cidade São Paulo;2025-11-7;28;2657.24
geladeira;Motorola;Cidade São Paulo;2025-11-7;20;7506.38
lavadora;Motorola;Paulista;2025-11-7;36;3169.86
notebook;Midea;Eldorado;2025-11-7;1;6871.13
notebook;Samsung;Paulista;2025-11-7;12;2238.32
geladeira;Acer;Cidade São Paulo;2025-11-8;30;5812.35
notebook;LG;Cidade São Paulo;2025-11-8;6;4759.83
celular;Hitachi;Eldorado;2025-11-8;11;9768.93
lavadora;Samsung;Cidade São Paulo;2025-11-8;20;5556.06
celular;LG;Cidade São Paulo;2025-11-8;50;4698.95
celular;Motorola;Cidade São Paulo;2025-11-8;18;3398.72
geladeira;Midea;Eldorado;2025-11-8;50;7450.95
ar condicionado;LG;Cidade São Paulo;2025-11-8;48;8533.43
celular;Motorola;Eldorado;2025-11-8;9;4719.87
geladeira;Samsung;Cidade São Paulo;2025-11-8;27;8960.21
geladeira;LG;Eldorado;2025-11-8;14;3536.88
ar condicionado;Samsung;Eldorado;2025-11-8;30;2881.01
lavadora;LG;Paulista;2025-11-8;18;8552.76
geladeira;HP;Cidade São Paulo;2025-11-8;31;4968.98
smart tv;HP;Eldorado;2025-11-8;16;2109.58
ar condicionado;Hitachi;Eldorado;2025-11-8;12;3456.28
lavadora;Motorola;Paulista;2025-11-8;14;5000.71
celular;Acer;Eldorado;2025-11-8;25;6101.98
notebook;Acer;Eldorado;2025-11-8;21;7564.60
smart tv;Hitachi;Paulista;2025-11-8;13;6856.41
ar condicionado;HP;Paulista;2025-11-9;24;9746.27
celular;Hitachi;Eldorado;2025-11-9;15;6874.76
lavadora;Acer;Paulista;2025-11-9;1;3671.21
ar condicionado;Samsung;Cidade São Paulo;2025-11-9;29;6365.42
lavadora;LG;Paulista;2025-11-9;49;3308.44
lavadora;Acer;Cidade São Paulo;2025-11-9;20;3285.38
smart tv;Acer;Eldorado;2025-11-9;5;3929.63
geladeira;Motorola;Paulista;2025-11-9;13;9715.65
notebook;HP;Eldorado;2025-11-9;12;7588.34
ar condicionado;LG;Eldorado;2025-11-9;38;5475.47
notebook;LG;Paulista;2025-11-9;32;3326.62
smart tv;Midea;Cidade São Paulo;2025-11-9;45;2427.65
ar condicionado;Motorola;Paulista;2025-11-9;32;1341.21
geladeira;Acer;Cidade São Paulo;2025-11-9;24;7897.78
geladeira;LG;Paulista;2025-11-9;19;5225.97
ar condicionado;HP;Paulista;2025-11-9;5;4781.71
smart tv;Samsung;Paulista;2025-11-9;6;1293.36
smart tv;Hitachi;Eldorado;2025-11-9;39;2634.23
lavadora;LG;Cidade São Paulo;2025-11-9;12;2357.82
geladeira;LG;Paulista;2025-11-9;9;8539.54
ar condicionado;Hitachi;Cidade São Paulo;2025-11-10;1;3842.51
celular;Midea;Paulista;2025-11-10;5;1477.13
lavadora;Hitachi;Eldorado;2025-11-10;47;3778.55
ar condicionado;LG;Eldorado;2025-11-10;23;4441.57
ar condicionado;Hitachi;Cidade São Paulo;2025-11-10;24;7909.06
celular;LG;Eldorado;2025-11-10;18;6364.85
celular;Motorola;Cidade São Paulo;2025-11-10;31;6490.27
smart tv;Acer;Eldorado;2025-11-10;32;9248.07
celular;Hitachi;Eldorado;2025-11-10;18;4680.09
ar condicionado;LG;Paulista;2025-11-10;46;3222.14
ar condicionado;Samsung;Cidade São Paulo;2025-11-10;35;6067.52
ar condicionado;HP;Paulista;2025-11-10;19;2264.54
smart tv;HP;Cidade São Paulo;2025-11-10;47;9041.66
smart tv;LG;Eldorado;2025-11-10;5;8392.58
smart tv;HP;Eldorado;2025-11-10;12;1410.62
lavadora;LG;Cidade São Paulo;2025-11-10;34;6382.00
lavadora;Acer;Cidade São Paulo;2025-11-10;45;2898.37
notebook;HP;Cidade São Paulo;2025-11-10;4;1081.66
smart tv;HP;Eldorado;2025-11-10;14;8377.25
smart tv;Hitachi;Cidade São Paulo;2025-11-10;14;2482.26
smart tv;Acer;Cidade São Paulo;2025-11-11;7;4024.08
celular;HP;Eldorado;2025-11-11;31;8347.90
notebook;Motorola;Cidade São Paulo;2025-11-11;36;7780.83
lavadora;LG;Cidade São Paulo;2025-11-11;1;4435.90
notebook;LG;Eldorado;2025-11-11;26;7481.74
geladeira;HP;Cidade São Paulo;2025-11-11;50;2082.66
geladeira;HP;Eldorado;2025-11-11;31;9665.62
notebook;Acer;Eldorado;2025-11-11;42;9472.73
geladeira;Motorola;Cidade São Paulo;2025-11-11;21;7240.64
celular;HP;Cidade São Paulo;2025-11-11;42;8822.62
notebook;Samsung;Eldorado;2025-11-11;4;8389.15
geladeira;Samsung;Cidade São Paulo;2025-11-11;3;7653.90
smart tv;HP;Cidade São Paulo;2025-11-11;26;9686.16
smart tv;HP;Eldorado;2025-11-11;48;8190.33
lavadora;LG;Cidade São Paulo;2025-11-11;21;9112.96
smart tv;HP;Cidade São Paulo;2025-11-11;37;3783.57
geladeira;LG;Cidade São Paulo;2025-11-11;44;8915.77
notebook;Acer;Cidade São Paulo;2025-11-11;25;7994.70
lavadora;Motorola;Paulista;2025-11-11;43;9867.21
lavadora;HP;Eldorado;2025-11-11;45;3053.97
ar condicionado;Motorola;Cidade São Paulo;2025-11-12;37;2119.28
notebook;Hitachi;Cidade São Paulo;2025-11-12;38;9306.29
lavadora;HP;Eldorado;2025-11-12;27;4423.48
geladeira;Motorola;Paulista;2025-11-12;29;7624.01
smart tv;Motorola;Eldorado;2025-11-12;37;6617.10
ar condicionado;LG;Paulista;2025-11-12;37;8937.57
lavadora;Motorola;Eldorado;2025-11-12;28;1344.44
celular;HP;Paulista;2025-11-12;12;3801.50
smart tv;Hitachi;Eldorado;2025-11-12;35;8175.56
lavadora;Acer;Eldorado;2025-11-12;21;7706.38
geladeira;HP;Eldorado;2025-11-12;30;6619.55
geladeira;Hitachi;Cidade São Paulo;2025-11-12;16;7350.18
lavadora;Hitachi;Paulista;2025-11-12;30;9521.25
ar condicionado;Acer;Eldorado;2025-11-12;13;8754.64
smart tv;LG;Paulista;2025-11-12;48;7765.17
celular;Hitachi;Paulista;2025-11-12;32;3657.44
lavadora;Acer;Eldorado;2025-11-12;6;4687.51
ar condicionado;Midea;Cidade São Paulo;2025-11-12;42;7653.89
ar condicionado;LG;Eldorado;2025-11-12;9;5803.92
celular;LG;Paulista;2025-11-12;49;4883.81
notebook;Motorola;Eldorado;2025-11-13;9;4827.04
ar condicionado;Midea;Paulista;2025-11-13;23;7885.74
geladeira;Acer;Cidade São Paulo;2025-11-13;43;8268.74
smart tv;Samsung;Eldorado;2025-11-13;5;3982.55
smart tv;Hitachi;Eldorado;2025-11-13;44;7470.12
notebook;Samsung;Paulista;2025-11-13;8;3447.66
celular;HP;Cidade São Paulo;2025-11-13;27;1089.37
smart tv;Samsung;Cidade São Paulo;2025-11-13;34;7340.62
celular;Hitachi;Eldorado;2025-11-13;44;5679.55
geladeira;Midea;Eldorado;2025-11-13;33;7031.98
ar condicionado;Motorola;Cidade São Paulo;2025-11-13;19;5152.36
celular;Motorola;Cidade São Paulo;2025-11-13;11;5817.70
notebook;Acer;Paulista;2025-11-13;26;9373.32
lavadora;Midea;Cidade São Paulo;2025-11-13;34;6152.19
celular;LG;Paulista;2025-11-13;28;2680.74
lavadora;Hitachi;Eldorado;2025-11-13;22;4755.54
geladeira;Motorola;Eldorado;2025-11-13;31;2711.93
notebook;Hitachi;Paulista;2025-11-13;31;4695.34
notebook;LG;Paulista;2025-11-13;33;8730.04
smart tv;LG;Eldorado;2025-11-13;31;3655.60
celular;Samsung;Cidade São Paulo;2025-11-14;1;8142.36
ar condicionado;Acer;Eldorado;2025-11-14;5;7782.06
notebook;Motorola;Paulista;2025-11-14;41;8910.26
smart tv;Samsung;Paulista;2025-11-14;29;8060.82
notebook;Acer;Eldorado;2025-11-14;10;5890.98
geladeira;Acer;Paulista;2025-11-14;9;1679.26
notebook;Motorola;Cidade São Paulo;2025-11-14;26;5214.85
ar condicionado;Motorola;Eldorado;2025-11-14;25;9135.78
notebook;HP;Paulista;2025-11-14;1;5482.11
celular;Acer;Eldorado;2025-11-14;36;6885.66
notebook;Motorola;Cidade São Paulo;2025-11-14;8;8364.14
notebook;Motorola;Eldorado;2025-11-14;45;8573.77
smart tv;Acer;Eldorado;2025-11-14;4;7751.70
celular;Samsung;Paulista;2025-11-14;31;7602.05
geladeira;HP;Cidade São Paulo;2025-11-14;40;6248.92
notebook;Motorola;Paulista;2025-11-14;24;9802.87
geladeira;Acer;Eldorado;2025-11-14;2;8409.03
ar condicionado;Samsung;Eldorado;2025-11-14;27;8532.69
smart tv;Samsung;Eldorado;2025-11-14;40;7825.01
smart tv;Midea;Cidade São Paulo;2025-11-14;4;5558.77
geladeira;Motorola;Eldorado;2025-11-15;26;7531.45
lavadora;Acer;Eldorado;2025-11-15;35;5118.58
smart tv;Motorola;Paulista;2025-11-15;14;6316.84
smart tv;Motorola;Paulista;2025-11-15;21;3797.49
geladeira;Hitachi;Eldorado;2025-11-15;23;8613.30
notebook;Hitachi;Paulista;2025-11-15;46;3742.23
lavadora;LG;Eldorado;2025-11-15;29;5468.04
lavadora;Acer;Eldorado;2025-11-15;50;3530.20
smart tv;HP;Eldorado;2025-11-15;33;7617.82
notebook;Motorola;Eldorado;2025-11-15;44;2328.86
ar condicionado;HP;Cidade São Paulo;2025-11-15;7;8954.76
lavadora;HP;Paulista;2025-11-15;47;9739.77
lavadora;HP;Eldorado;2025-11-15;17;3434.38
geladeira;Acer;Paulista;2025-11-15;48;3857.83
smart tv;Acer;Cidade São Paulo;2025-11-15;30;8712.45
smart tv;Motorola;Eldorado;2025-11-15;20;7212.18
lavadora;Midea;Cidade São Paulo;2025-11-15;17;7059.78
geladeira;Hitachi;Cidade São Paulo;2025-11-15;33;8859.91
lavadora;Samsung;Paulista;2025-11-15;1;2930.61
ar condicionado;Acer;Eldorado;2025-11-15;8;4876.87
lavadora;LG;Eldorado;2025-11-16;47;3497.04
lavadora;Samsung;Paulista;2025-11-16;21;2958.89
ar condicionado;Hitachi;Eldorado;2025-11-16;38;3422.94
lavadora;LG;Eldorado;2025-11-16;19;4412.18
notebook;HP;Eldorado;2025-11-16;7;6686.89
smart tv;Hitachi;Eldorado;2025-11-16;46;1389.81
smart tv;Midea;Paulista;2025-11-16;46;6881.61
lavadora;HP;Eldorado;2025-11-16;31;8474.99
ar condicionado;Acer;Paulista;2025-11-16;30;1449.43
geladeira;LG;Paulista;2025-11-16;15;3632.40
notebook;HP;Eldorado;2025-11-16;10;7694.46
smart tv;Hitachi;Cidade São Paulo;2025-11-16;37;7122.96
smart tv;LG;Eldorado;2025-11-16;48;4209.98
ar condicionado;Hitachi;Eldorado;2025-11-16;43;1928.52
geladeira;Midea;Cidade São Paulo;2025-11-16;31;1126.62
celular;Samsung;Paulista;2025-11-16;33;4436.34
lavadora;HP;Eldorado;2025-11-16;5;3316.80
ar condicionado;LG;Paulista;2025-11-16;39;3929.27
notebook;Acer;Paulista;2025-11-16;47;8950.73
lavadora;HP;Eldorado;2025-11-16;12;6464.05
smart tv;Acer;Paulista;2025-11-17;38;5774.88
celular;HP;Paulista;2025-11-17;19;9188.73
ar condicionado;Hitachi;Eldorado;2025-11-17;10;8959.94
lavadora;HP;Paulista;2025-11-17;45;2593.85
smart tv;Motorola;Eldorado;2025-11-17;18;6161.37
lavadora;LG;Eldorado;2025-11-17;19;5151.43
geladeira;Hitachi;Paulista;2025-11-17;16;6383.22
smart tv;Hitachi;Eldorado;2025-11-17;45;3785.71
smart tv;Hitachi;Cidade São Paulo;2025-11-17;20;5404.04
notebook;Motorola;Cidade São Paulo;2025-11-17;16;8399.22
celular;Samsung;Cidade São Paulo;2025-11-17;43;4245.52
smart tv;Motorola;Cidade São Paulo;2025-11-17;25;5846.23
lavadora;HP;Cidade São Paulo;2025-11-17;18;4536.81
smart tv;HP;Eldorado;2025-11-17;17;9788.94
ar condicionado;Motorola;Eldorado;2025-11-17;16;3316.91
notebook;Motorola;Cidade São Paulo;2025-11-17;11;6158.66
geladeira;Samsung;Paulista;2025-11-17;50;8726.08
notebook;Hitachi;Paulista;2025-11-17;20;6495.51
notebook;Hitachi;Eldorado;2025-11-17;46;6703.41
ar condicionado;HP;Cidade São Paulo;2025-11-17;30;6371.23
lavadora;Hitachi;Eldorado;2025-11-18;24;8872.85
geladeira;LG;Paulista;2025-11-18;19;5689.77
ar condicionado;Motorola;Cidade São Paulo;2025-11-18;13;3270.51
smart tv;Midea;Eldorado;2025-11-18;4;2430.22
celular;HP;Cidade São Paulo;2025-11-18;17;4674.59
smart tv;Acer;Paulista;2025-11-18;34;8024.27
ar condicionado;LG;Cidade São Paulo;2025-11-18;4;8526.16
celular;Samsung;Eldorado;2025-11-18;39;5154.31
notebook;Hitachi;Cidade São Paulo;2025-11-18;35;5389.03
ar condicionado;HP;Paulista;2025-11-18;4;9840.48
celular;Acer;Eldorado;2025-11-18;7;6291.35
lavadora;Motorola;Eldorado;2025-11-18;33;4041.04
smart tv;HP;Paulista;2025-11-18;23;7189.80
lavadora;Hitachi;Eldorado;2025-11-18;18;2525.93
ar condicionado;Midea;Eldorado;2025-11-18;49;9648.37
smart tv;HP;Eldorado;2025-11-18;35;7041.29
smart tv;Midea;Eldorado;2025-11-18;35;2953.93
celular;HP;Eldorado;2025-11-18;15;8315.18
geladeira;Midea;Eldorado;2025-11-18;47;3916.29
notebook;Samsung;Cidade São Paulo;2025-11-18;37;9799.89
smart tv;Midea;Eldorado;2025-11-19;42;7174.12
smart tv;Motorola;Paulista;2025-11-19;31;6047.14
lavadora;LG;Paulista;2025-11-19;28;5635.82
geladeira;Samsung;Cidade São Paulo;2025-11-19;17;6020.43
smart tv;Hitachi;Eldorado;2025-11-19;32;4164.54
smart tv;Samsung;Eldorado;2025-11-19;5;3737.15
ar condicionado;Motorola;Eldorado;2025-11-19;45;6270.20
ar condicionado;Hitachi;Paulista;2025-11-19;23;2034.36
geladeira;Acer;Eldorado;2025-11-19;3;6800.03
ar condicionado;LG;Eldorado;2025-11-19;41;5269.37
lavadora;LG;Cidade São Paulo;2025-11-19;11;8132.48
smart tv;Midea;Eldorado;2025-11-19;5;6902.89
ar condicionado;HP;Paulista;2025-11-19;19;3370.07
geladeira;Acer;Paulista;2025-11-19;49;6919.70
lavadora;HP;Paulista;2025-11-19;29;3443.71
geladeira;Acer;Eldorado;2025-11-19;39;7976.09
ar condicionado;Acer;Eldorado;2025-11-19;8;6659.25
smart tv;LG;Cidade São Paulo;2025-11-19;33;9904.58
geladeira;Samsung;Paulista;2025-11-19;40;1831.72
geladeira;Hitachi;Cidade São Paulo;2025-11-19;14;4862.90
celular;Motorola;Cidade São Paulo;2025-11-20;48;4068.14
notebook;Motorola;Paulista;2025-11-20;46;7206.87
ar condicionado;Motorola;Eldorado;2025-11-20;13;9176.22
celular;HP;Eldorado;2025-11-20;49;4899.10
ar condicionado;Hitachi;Paulista;2025-11-20;47;2628.71
celular;LG;Cidade São Paulo;2025-11-20;14;6199.03
geladeira;Motorola;Paulista;2025-11-20;37;2484.97
smart tv;Hitachi;Eldorado;2025-11-20;25;6947.87
celular;HP;Cidade São Paulo;2025-11-20;48;6811.70
ar condicionado;Motorola;Eldorado;2025-11-20;10;8907.17
ar condicionado;Hitachi;Eldorado;2025-11-20;35;6074.65
geladeira;Acer;Cidade São Paulo;2025-11-20;45;8755.45
notebook;HP;Paulista;2025-11-20;22;1064.58
lavadora;Midea;Paulista;2025-11-20;26;9244.36
geladeira;Samsung;Paulista;2025-11-20;41;5746.36
celular;Midea;Paulista;2025-11-20;48;6407.45
smart tv;Hitachi;Eldorado;2025-11-20;21;6614.52
lavadora;Acer;Eldorado;2025-11-20;48;6833.99
ar condicionado;Motorola;Eldorado;2025-11-20;17;5852.59
lavadora;Midea;Paulista;2025-11-20;9;7042.16
smart tv;Hitachi;Eldorado;2025-11-21;44;4792.03
lavadora;Hitachi;Paulista;2025-11-21;5;8421.74
notebook;Motorola;Cidade São Paulo;2025-11-21;43;6094.47
ar condicionado;Midea;Cidade São Paulo;2025-11-21;30;9888.02
lavadora;HP;Paulista;2025-11-21;19;1905.79
smart tv;Midea;Cidade São Paulo;2025-11-21;10;6921.66
ar condicionado;Hitachi;Eldorado;2025-11-21;36;5207.21
geladeira;Midea;Cidade São Paulo;2025-11-21;41;4921.55
celular;HP;Eldorado;2025-11-21;48;1541.93
notebook;Hitachi;Cidade São Paulo;2025-11-21;1;9679.80
smart tv;Hitachi;Eldorado;2025-11-21;45;3440.24
ar condicionado;Acer;Eldorado;2025-11-21;16;7206.41
ar condicionado;Samsung;Eldorado;2025-11-21;47;4661.91
lavadora;Acer;Paulista;2025-11-21;45;9351.41
notebook;Midea;Paulista;2025-11-21;22;1116.04
smart tv;Acer;Cidade São Paulo;2025-11-21;50;9670.62
smart tv;Motorola;Cidade São Paulo;2025-11-21;50;2126.82
smart tv;HP;Paulista;2025-11-21;44;8890.65
celular;Samsung;Paulista;2025-11-21;13;8895.90
lavadora;Motorola;Paulista;2025-11-21;24;4679.20
geladeira;Midea;Eldorado;2025-11-22;37;9643.25
lavadora;Motorola;Eldorado;2025-11-22;19;7647.95
smart tv;Motorola;Paulista;2025-11-22;10;7579.22
geladeira;Acer;Paulista;2025-11-22;9;2899.16
lavadora;Motorola;Eldorado;2025-11-22;41;7520.83
notebook;LG;Paulista;2025-11-22;46;3418.06
smart tv;LG;Eldorado;2025-11-22;42;1143.67
lavadora;Midea;Eldorado;2025-11-22;49;7823.48
geladeira;Midea;Eldorado;2025-11-22;3;5726.05
lavadora;LG;Cidade São Paulo;2025-11-22;46;3929.55
smart tv;LG;Paulista;2025-11-22;13;7473.50
lavadora;Midea;Eldorado;2025-11-22;43;3100.03
geladeira;Samsung;Eldorado;2025-11-22;1;2988.52
lavadora;HP;Paulista;2025-11-22;44;7414.12
smart tv;HP;Cidade São Paulo;2025-11-22;27;6091.88
notebook;Midea;Paulista;2025-11-22;17;8194.07
geladeira;HP;Paulista;2025-11-22;23;2639.56
